Official Symbol Interactor A,Official Symbol Interactor B,Interactor A Encoded,Interactor B Encoded,Prediction_Prob,Prediction
YWHAE,TSGA10,2634,2447,0.99,1
YWHAE,TRIM59,2634,2432,1.0,1
YWHAE,TUBA1A,2634,2479,1.0,1
YWHAE,TUBG1,2634,2491,0.98,1
YWHAE,TROVE2,2634,2442,0.99,1
YWHAE,CTD-3148I10.1,2634,585,0.99,1
YWHAE,TUBA3D,2634,2482,0.99,1
YWHAE,PCDHA8,2634,1688,0.99,1
YWHAE,ARAF,2634,119,0.99,1
YWHAE,PIL1,2634,1755,0.98,1
YWHAE,APOL1,2634,116,0.99,1
YWHAE,TUBA4A,2634,2483,0.99,1
YWHAE,TTLL3,2634,2470,1.0,1
YWHAE,TTC21B,2634,2459,0.99,1
YWHAE,PCBD2,2634,1684,0.99,1
YWHAE,TTBK2,2634,2455,0.99,1
YWHAE,TSSK1B,2634,2453,0.99,1
YWHAE,TUB,2634,2478,1.0,1
YWHAE,PCDHA10,2634,1686,0.99,1
YWHAE,YWHAH,2634,2636,1.0,1
YWHAE,TTLL9,2634,2476,1.0,1
YWHAE,TTLL11,2634,2469,1.0,1
YWHAE,TTLL4,2634,2471,1.0,1
YWHAE,TSPYL1,2634,2451,0.99,1
YWHAE,PIGA,2634,1747,0.98,1
YWHAE,HSPBP1,2634,1130,1.0,1
YWHAE,TUBB2A,2634,2485,0.99,1
YWHAE,HSPB11,2634,1129,1.0,1
YWHAE,TTLL8,2634,2475,1.0,1
YWHAE,TRIM46,2634,2431,1.0,1
YWHAE,TRIM73,2634,2434,1.0,1
YWHAE,HDDC3,2634,1080,0.98,1
YWHAE,TROAP,2634,2441,0.99,1
YWHAE,KIF5B,2634,1278,1.0,1
YWHAE,TTLL5,2634,2472,1.0,1
STK36,HUWE1,2253,1134,0.98,1
STK36,HSP90B1,2253,1123,0.98,1
STK36,HSPA8,2253,1128,0.98,1
STK36,HSPA4L,2253,1126,0.98,1
STK36,HSP90AA1,2253,1120,0.98,1
STK36,HSPA5,2253,1127,0.98,1
STK36,HSPA12B,2253,1124,0.98,1
STK36,HSP90AB1,2253,1122,0.98,1
STK36,HSP90AA5P,2253,1121,0.98,1
STK36,HTT,2253,1133,0.98,1
STK36,HSPA1L,2253,1125,0.98,1
STK36,HSPBP1,2253,1130,0.98,1
STK36,HSPB11,2253,1129,0.98,1
GRXCR1,HSP90B1,1039,1123,0.99,1
GRXCR1,GSTA2,1039,1044,0.98,1
GRXCR1,HSPA8,1039,1128,0.99,1
GRXCR1,HDAC6,1039,1079,0.99,1
GRXCR1,HCN2,1039,1076,0.98,1
GRXCR1,HSPA4L,1039,1126,0.99,1
GRXCR1,HHIP,1039,1087,0.99,1
GRXCR1,HDA3,1039,1078,0.98,1
GRXCR1,HSP90AA1,1039,1120,0.99,1
GRXCR1,HIF1A,1039,1088,0.99,1
GRXCR1,HAUS5,1039,1071,0.98,1
GRXCR1,HSPA5,1039,1127,0.99,1
GRXCR1,GSTA1,1039,1043,0.98,1
GRXCR1,HAP1,1039,1066,0.98,1
GRXCR1,HAUS8,1039,1074,0.98,1
GRXCR1,HAVCR1,1039,1075,0.98,1
GRXCR1,HSPA12B,1039,1124,0.99,1
GRXCR1,HAUS4,1039,1070,0.98,1
GRXCR1,HSP90AB1,1039,1122,0.99,1
GRXCR1,HSP90AA5P,1039,1121,0.99,1
GRXCR1,HSPA1L,1039,1125,0.99,1
GRXCR1,HAUS7,1039,1073,0.98,1
GRXCR1,HAUS6,1039,1072,0.98,1
GRXCR1,HIPK1,1039,1089,0.99,1
GRXCR1,HSPBP1,1039,1130,0.99,1
GRXCR1,HCST,1039,1077,0.98,1
GRXCR1,HSPB11,1039,1129,0.99,1
GRXCR1,HAUS1,1039,1067,0.98,1
GRXCR1,HDDC3,1039,1080,0.99,1
EEF1A1,HSP90B1,757,1123,0.99,1
EEF1A1,HDAC6,757,1079,0.99,1
EEF1A1,HCN2,757,1076,0.99,1
EEF1A1,HSPA4L,757,1126,0.99,1
EEF1A1,HHIP,757,1087,0.99,1
EEF1A1,HDA3,757,1078,0.99,1
EEF1A1,HSP90AA1,757,1120,0.99,1
EEF1A1,HIF1A,757,1088,0.99,1
EEF1A1,HAUS5,757,1071,0.99,1
EEF1A1,HSPA5,757,1127,0.99,1
EEF1A1,HAUS8,757,1074,0.99,1
EEF1A1,HAVCR1,757,1075,0.99,1
EEF1A1,HSPA12B,757,1124,0.99,1
EEF1A1,HAUS4,757,1070,0.98,1
EEF1A1,HSP90AB1,757,1122,0.99,1
EEF1A1,HSP90AA5P,757,1121,0.99,1
EEF1A1,HSPA1L,757,1125,0.99,1
EEF1A1,HAUS7,757,1073,0.99,1
EEF1A1,HAUS6,757,1072,0.99,1
EEF1A1,HIPK1,757,1089,0.99,1
EEF1A1,HCST,757,1077,0.99,1
EEF1A1,HDDC3,757,1080,0.99,1
SQSTM1,HUWE1,2225,1134,1.0,1
SQSTM1,HSP90B1,2225,1123,1.0,1
SQSTM1,HSPA8,2225,1128,1.0,1
SQSTM1,HDAC6,2225,1079,1.0,1
SQSTM1,HEATR2,2225,1083,0.98,1
SQSTM1,HES1,2225,1084,0.98,1
SQSTM1,HDHD2,2225,1082,0.98,1
SQSTM1,HSPA4L,2225,1126,1.0,1
SQSTM1,HSP90AA1,2225,1120,1.0,1
SQSTM1,SRGAP3,2225,2226,1.0,1
SQSTM1,HSPA5,2225,1127,1.0,1
SQSTM1,SPTBN5,2225,2224,1.0,1
SQSTM1,HSPA12B,2225,1124,1.0,1
SQSTM1,HSP90AB1,2225,1122,1.0,1
SQSTM1,HTR6,2225,1131,0.99,1
SQSTM1,HTRA2,2225,1132,0.99,1
SQSTM1,HSP90AA5P,2225,1121,1.0,1
SQSTM1,HTT,2225,1133,1.0,1
SQSTM1,HSPA1L,2225,1125,1.0,1
SQSTM1,HDGFRP3,2225,1081,0.98,1
SQSTM1,HSPBP1,2225,1130,1.0,1
SQSTM1,HSPB11,2225,1129,1.0,1
SQSTM1,HDDC3,2225,1080,1.0,1
CSNK1D,GTF2H1,569,1048,0.99,1
CSNK1D,APP,569,118,1.0,1
CSNK1D,HSP90B1,569,1123,1.0,1
CSNK1D,AKT1,569,76,0.99,1
CSNK1D,GSTA2,569,1044,1.0,1
CSNK1D,HSPA8,569,1128,1.0,1
CSNK1D,GUCA1C,569,1052,0.99,1
CSNK1D,HIST1H3C,569,1094,0.98,1
CSNK1D,HDAC6,569,1079,1.0,1
CSNK1D,CTNNB1,569,587,1.0,1
CSNK1D,HIST1H4H,569,1095,0.98,1
CSNK1D,HAUS3,569,1069,1.0,1
CSNK1D,GUCA1B,569,1051,0.99,1
CSNK1D,HAUS2,569,1068,1.0,1
CSNK1D,GUCA2B,569,1053,0.99,1
CSNK1D,GSK3B,569,1041,1.0,1
CSNK1D,HCN2,569,1076,1.0,1
CSNK1D,GSTM5,569,1046,0.99,1
CSNK1D,Gsk3b,569,1060,0.99,1
CSNK1D,HSPA4L,569,1126,1.0,1
CSNK1D,HHIP,569,1087,1.0,1
CSNK1D,HDA3,569,1078,1.0,1
CSNK1D,GSTM3,569,1045,0.99,1
CSNK1D,HSP90AA1,569,1120,1.0,1
CSNK1D,HIF1A,569,1088,1.0,1
CSNK1D,Gfap,569,1057,0.99,1
CSNK1D,H2-Aa,569,1062,0.99,1
CSNK1D,CTNNAL1,569,586,1.0,1
CSNK1D,CTSO,569,588,1.0,1
CSNK1D,AKIRIN1,569,73,0.99,1
CSNK1D,Gm4779,569,1058,0.99,1
CSNK1D,AKT1S1,569,77,0.99,1
CSNK1D,GSN,569,1042,1.0,1
CSNK1D,CSNK1A1,569,568,1.0,1
CSNK1D,HAUS5,569,1071,1.0,1
CSNK1D,CSGALNACT1,569,567,1.0,1
CSNK1D,HSPA5,569,1127,1.0,1
CSNK1D,GSTA1,569,1043,1.0,1
CSNK1D,Gm8129,569,1059,0.99,1
CSNK1D,CSNK1E,569,570,1.0,1
CSNK1D,HAP1,569,1066,1.0,1
CSNK1D,HAUS8,569,1074,1.0,1
CSNK1D,GRXCR1,569,1039,1.0,1
CSNK1D,GUCY2F,569,1055,0.99,1
CSNK1D,HAVCR1,569,1075,1.0,1
CSNK1D,GSF2,569,1040,1.0,1
CSNK1D,HSPA12B,569,1124,1.0,1
CSNK1D,HAUS4,569,1070,1.0,1
CSNK1D,CSNK1G1,569,571,1.0,1
CSNK1D,HSP90AB1,569,1122,1.0,1
CSNK1D,HIST1H2BF,569,1093,0.98,1
CSNK1D,HIST1H2BC,569,1092,0.98,1
CSNK1D,HAL,569,1065,0.99,1
CSNK1D,AKR1E2,569,75,0.98,1
CSNK1D,HSP90AA5P,569,1121,1.0,1
CSNK1D,HSPA1L,569,1125,1.0,1
CSNK1D,H2afj,569,1064,0.99,1
CSNK1D,H2AFJ,569,1063,0.99,1
CSNK1D,GUCY2D,569,1054,0.99,1
CSNK1D,ALAS2,569,78,0.99,1
CSNK1D,GUCA1A,569,1050,0.99,1
CSNK1D,GYPA,569,1056,0.99,1
CSNK1D,HAUS7,569,1073,1.0,1
CSNK1D,GTT1,569,1049,0.99,1
CSNK1D,HIST1H1D,569,1091,0.98,1
CSNK1D,HAUS6,569,1072,1.0,1
CSNK1D,GTF2E1,569,1047,0.99,1
CSNK1D,CTD-3148I10.1,569,585,1.0,1
CSNK1D,HIPK1,569,1089,1.0,1
CSNK1D,ARAF,569,119,1.0,1
CSNK1D,AKAP9,569,72,0.99,1
CSNK1D,Gtf2e2,569,1061,0.99,1
CSNK1D,AKNAD1,569,74,0.98,1
CSNK1D,HSPBP1,569,1130,1.0,1
CSNK1D,HCST,569,1077,1.0,1
CSNK1D,HSPB11,569,1129,1.0,1
CSNK1D,HAUS1,569,1067,1.0,1
CSNK1D,HIST1H1A,569,1090,0.98,1
CSNK1D,HDDC3,569,1080,1.0,1
HDAC6,GTF2H1,1079,1048,0.99,1
HDAC6,APP,1079,118,1.0,1
HDAC6,HUWE1,1079,1134,1.0,1
HDAC6,TUBA1B,1079,2480,1.0,1
HDAC6,HSP90B1,1079,1123,1.0,1
HDAC6,ARF4,1079,121,1.0,1
HDAC6,ARHGAP5,1079,130,1.0,1
HDAC6,AKT1,1079,76,1.0,1
HDAC6,GSTA2,1079,1044,1.0,1
HDAC6,HSPA8,1079,1128,1.0,1
HDAC6,ARFGEF2,1079,123,1.0,1
HDAC6,GUCA1C,1079,1052,0.99,1
HDAC6,ARL13B,1079,137,0.99,1
HDAC6,TUBB2B,1079,2486,0.99,1
HDAC6,ARHGAP35,1079,129,1.0,1
HDAC6,HAUS3,1079,1069,0.99,1
HDAC6,GUCA1B,1079,1051,0.99,1
HDAC6,HAUS2,1079,1068,0.99,1
HDAC6,GUCA2B,1079,1053,0.99,1
HDAC6,GSK3B,1079,1041,1.0,1
HDAC6,HCN2,1079,1076,0.99,1
HDAC6,GSTM5,1079,1046,0.99,1
HDAC6,Gsk3b,1079,1060,0.99,1
HDAC6,HSPA4L,1079,1126,1.0,1
HDAC6,HHIP,1079,1087,1.0,1
HDAC6,"ARG5,6",1079,126,1.0,1
HDAC6,HDA3,1079,1078,0.99,1
HDAC6,GSTM3,1079,1045,0.99,1
HDAC6,ARFIP1,1079,124,1.0,1
HDAC6,ARL14EP,1079,138,0.99,1
HDAC6,AREG,1079,120,0.99,1
HDAC6,ALDH1A3,1079,80,1.0,1
HDAC6,HSP90AA1,1079,1120,1.0,1
HDAC6,TTLL6,1079,2473,1.0,1
HDAC6,ARHGAP10,1079,127,1.0,1
HDAC6,HIF1A,1079,1088,1.0,1
HDAC6,Gfap,1079,1057,0.99,1
HDAC6,H2-Aa,1079,1062,0.99,1
HDAC6,TTLL7,1079,2474,1.0,1
HDAC6,AKIRIN1,1079,73,0.98,1
HDAC6,Gm4779,1079,1058,0.99,1
HDAC6,AKT1S1,1079,77,1.0,1
HDAC6,GSN,1079,1042,1.0,1
HDAC6,HAUS5,1079,1071,0.99,1
HDAC6,HSPA5,1079,1127,1.0,1
HDAC6,GSTA1,1079,1043,1.0,1
HDAC6,Gm8129,1079,1059,0.99,1
HDAC6,HAP1,1079,1066,1.0,1
HDAC6,ARHGDIB,1079,131,1.0,1
HDAC6,HAUS8,1079,1074,0.99,1
HDAC6,GRXCR1,1079,1039,1.0,1
HDAC6,GUCY2F,1079,1055,0.99,1
HDAC6,HAVCR1,1079,1075,0.99,1
HDAC6,GSF2,1079,1040,1.0,1
HDAC6,HSPA12B,1079,1124,1.0,1
HDAC6,HAUS4,1079,1070,0.99,1
HDAC6,TUBA1C,1079,2481,1.0,1
HDAC6,APOH,1079,115,0.99,1
HDAC6,HSP90AB1,1079,1122,1.0,1
HDAC6,APOO,1079,117,1.0,1
HDAC6,AP3B1,1079,105,0.99,1
HDAC6,ARID4B,1079,136,0.99,1
HDAC6,HAL,1079,1065,0.99,1
HDAC6,ARHGEF11,1079,133,0.99,1
HDAC6,HSP90AA5P,1079,1121,1.0,1
HDAC6,HTT,1079,1133,1.0,1
HDAC6,HSPA1L,1079,1125,1.0,1
HDAC6,ARF5,1079,122,1.0,1
HDAC6,ANXA1,1079,103,0.99,1
HDAC6,TTR,1079,2477,1.0,1
HDAC6,TUBB,1079,2484,0.99,1
HDAC6,H2afj,1079,1064,0.99,1
HDAC6,H2AFJ,1079,1063,0.99,1
HDAC6,GUCY2D,1079,1054,0.99,1
HDAC6,ARHGEF19,1079,134,0.99,1
HDAC6,ARG1,1079,125,1.0,1
HDAC6,ALAS2,1079,78,1.0,1
HDAC6,ARHGEF3,1079,135,0.99,1
HDAC6,GUCA1A,1079,1050,0.99,1
HDAC6,ARHGDIG,1079,132,0.99,1
HDAC6,GYPA,1079,1056,0.99,1
HDAC6,HAUS7,1079,1073,0.99,1
HDAC6,GTT1,1079,1049,0.99,1
HDAC6,HAUS6,1079,1072,0.99,1
HDAC6,GTF2E1,1079,1047,0.99,1
HDAC6,ALDH1A1,1079,79,1.0,1
HDAC6,TUBA1A,1079,2479,1.0,1
HDAC6,TUBA3D,1079,2482,1.0,1
HDAC6,HIPK1,1079,1089,1.0,1
HDAC6,ARAF,1079,119,1.0,1
HDAC6,APOL1,1079,116,1.0,1
HDAC6,TUBA4A,1079,2483,1.0,1
HDAC6,TTLL3,1079,2470,1.0,1
HDAC6,AKAP9,1079,72,0.98,1
HDAC6,TUB,1079,2478,1.0,1
HDAC6,ARL3,1079,140,0.99,1
HDAC6,ARHGAP27,1079,128,1.0,1
HDAC6,TTLL9,1079,2476,1.0,1
HDAC6,Gtf2e2,1079,1061,0.99,1
HDAC6,TTLL11,1079,2469,1.0,1
HDAC6,ANXA4,1079,104,0.99,1
HDAC6,TTLL4,1079,2471,1.0,1
HDAC6,HSPBP1,1079,1130,1.0,1
HDAC6,HCST,1079,1077,0.99,1
HDAC6,TUBB2A,1079,2485,0.99,1
HDAC6,ARL2BP,1079,139,0.99,1
HDAC6,HSPB11,1079,1129,1.0,1
HDAC6,TTLL8,1079,2475,1.0,1
HDAC6,HAUS1,1079,1067,1.0,1
HDAC6,HDDC3,1079,1080,1.0,1
HDAC6,TTLL5,1079,2472,1.0,1
CSNK1G1,GTF2H1,571,1048,0.99,1
CSNK1G1,APP,571,118,1.0,1
CSNK1G1,PSMC2,571,1853,0.98,1
CSNK1G1,PSEN2,571,1851,0.98,1
CSNK1G1,HSP90B1,571,1123,1.0,1
CSNK1G1,AKT1,571,76,0.99,1
CSNK1G1,GSTA2,571,1044,1.0,1
CSNK1G1,HSPA8,571,1128,1.0,1
CSNK1G1,GUCA1C,571,1052,0.99,1
CSNK1G1,HIST1H3C,571,1094,0.98,1
CSNK1G1,HDAC6,571,1079,1.0,1
CSNK1G1,HIST1H4H,571,1095,0.98,1
CSNK1G1,PSMA2,571,1852,0.98,1
CSNK1G1,HAUS3,571,1069,1.0,1
CSNK1G1,GUCA1B,571,1051,0.99,1
CSNK1G1,HAUS2,571,1068,1.0,1
CSNK1G1,GUCA2B,571,1053,0.99,1
CSNK1G1,GSK3B,571,1041,1.0,1
CSNK1G1,HCN2,571,1076,1.0,1
CSNK1G1,GSTM5,571,1046,0.99,1
CSNK1G1,Gsk3b,571,1060,0.99,1
CSNK1G1,HSPA4L,571,1126,1.0,1
CSNK1G1,HHIP,571,1087,1.0,1
CSNK1G1,PRKAR2B,571,1830,0.98,1
CSNK1G1,HDA3,571,1078,1.0,1
CSNK1G1,GSTM3,571,1045,0.99,1
CSNK1G1,HSP90AA1,571,1120,1.0,1
CSNK1G1,HIF1A,571,1088,1.0,1
CSNK1G1,PRKCH,571,1831,0.98,1
CSNK1G1,Gfap,571,1057,0.99,1
CSNK1G1,H2-Aa,571,1062,0.99,1
CSNK1G1,AKIRIN1,571,73,0.99,1
CSNK1G1,Gm4779,571,1058,0.99,1
CSNK1G1,AKT1S1,571,77,0.99,1
CSNK1G1,GSN,571,1042,1.0,1
CSNK1G1,CSNK1A1,571,568,1.0,1
CSNK1G1,HAUS5,571,1071,1.0,1
CSNK1G1,CSGALNACT1,571,567,1.0,1
CSNK1G1,PRKAR2A,571,1829,0.98,1
CSNK1G1,HSPA5,571,1127,1.0,1
CSNK1G1,GSTA1,571,1043,1.0,1
CSNK1G1,Gm8129,571,1059,0.99,1
CSNK1G1,CSNK1E,571,570,1.0,1
CSNK1G1,HAP1,571,1066,1.0,1
CSNK1G1,HAUS8,571,1074,1.0,1
CSNK1G1,GRXCR1,571,1039,1.0,1
CSNK1G1,GUCY2F,571,1055,0.99,1
CSNK1G1,HAVCR1,571,1075,1.0,1
CSNK1G1,GSF2,571,1040,1.0,1
CSNK1G1,PSMC5,571,1854,0.98,1
CSNK1G1,HSPA12B,571,1124,1.0,1
CSNK1G1,HAUS4,571,1070,1.0,1
CSNK1G1,HSP90AB1,571,1122,1.0,1
CSNK1G1,HIST1H2BF,571,1093,0.98,1
CSNK1G1,HIST1H2BC,571,1092,0.98,1
CSNK1G1,HAL,571,1065,0.99,1
CSNK1G1,AKR1E2,571,75,0.98,1
CSNK1G1,HSP90AA5P,571,1121,1.0,1
CSNK1G1,HSPA1L,571,1125,1.0,1
CSNK1G1,H2afj,571,1064,0.99,1
CSNK1G1,H2AFJ,571,1063,0.99,1
CSNK1G1,GUCY2D,571,1054,0.99,1
CSNK1G1,ALAS2,571,78,0.99,1
CSNK1G1,CSNK1D,571,569,1.0,1
CSNK1G1,GUCA1A,571,1050,0.99,1
CSNK1G1,PSEN1,571,1850,0.99,1
CSNK1G1,GYPA,571,1056,0.99,1
CSNK1G1,HAUS7,571,1073,1.0,1
CSNK1G1,GTT1,571,1049,0.99,1
CSNK1G1,HIST1H1D,571,1091,0.98,1
CSNK1G1,HAUS6,571,1072,1.0,1
CSNK1G1,GTF2E1,571,1047,0.99,1
CSNK1G1,HIPK1,571,1089,1.0,1
CSNK1G1,ARAF,571,119,1.0,1
CSNK1G1,AKAP9,571,72,0.99,1
CSNK1G1,Gtf2e2,571,1061,0.99,1
CSNK1G1,AKNAD1,571,74,0.98,1
CSNK1G1,HSPBP1,571,1130,1.0,1
CSNK1G1,HCST,571,1077,1.0,1
CSNK1G1,HSPB11,571,1129,1.0,1
CSNK1G1,PSMD10,571,1855,0.98,1
CSNK1G1,HAUS1,571,1067,1.0,1
CSNK1G1,HIST1H1A,571,1090,0.98,1
CSNK1G1,HDDC3,571,1080,1.0,1
GSK3B,GTF2H1,1041,1048,0.99,1
GSK3B,APP,1041,118,1.0,1
GSK3B,HUWE1,1041,1134,1.0,1
GSK3B,HSP90B1,1041,1123,1.0,1
GSK3B,ARF4,1041,121,0.99,1
GSK3B,ARHGAP5,1041,130,0.99,1
GSK3B,AKT1,1041,76,1.0,1
GSK3B,GSTA2,1041,1044,1.0,1
GSK3B,HSPA8,1041,1128,1.0,1
GSK3B,ARFGEF2,1041,123,0.99,1
GSK3B,GUCA1C,1041,1052,0.99,1
GSK3B,HDAC6,1041,1079,1.0,1
GSK3B,CTNNB1,1041,587,1.0,1
GSK3B,ARL13B,1041,137,0.98,1
GSK3B,ARHGAP35,1041,129,0.99,1
GSK3B,HAUS3,1041,1069,0.99,1
GSK3B,GUCA1B,1041,1051,0.99,1
GSK3B,HAUS2,1041,1068,0.99,1
GSK3B,GUCA2B,1041,1053,0.99,1
GSK3B,HCN2,1041,1076,0.99,1
GSK3B,GSTM5,1041,1046,0.99,1
GSK3B,Gsk3b,1041,1060,0.99,1
GSK3B,HSPA4L,1041,1126,1.0,1
GSK3B,HHIP,1041,1087,1.0,1
GSK3B,PRKAR2B,1041,1830,0.98,1
GSK3B,"ARG5,6",1041,126,0.99,1
GSK3B,HDA3,1041,1078,0.99,1
GSK3B,GSTM3,1041,1045,0.99,1
GSK3B,ARFIP1,1041,124,0.99,1
GSK3B,ARL14EP,1041,138,0.98,1
GSK3B,AREG,1041,120,0.98,1
GSK3B,ALDH1A3,1041,80,1.0,1
GSK3B,HSP90AA1,1041,1120,1.0,1
GSK3B,ARHGAP10,1041,127,0.99,1
GSK3B,HIF1A,1041,1088,1.0,1
GSK3B,PRKCH,1041,1831,0.98,1
GSK3B,Gfap,1041,1057,0.99,1
GSK3B,H2-Aa,1041,1062,0.99,1
GSK3B,CTNNAL1,1041,586,1.0,1
GSK3B,CTSO,1041,588,1.0,1
GSK3B,AKIRIN1,1041,73,1.0,1
GSK3B,Gm4779,1041,1058,0.99,1
GSK3B,AKT1S1,1041,77,1.0,1
GSK3B,SRGAP3,1041,2226,0.98,1
GSK3B,GSN,1041,1042,1.0,1
GSK3B,CSNK1A1,1041,568,0.98,1
GSK3B,HAUS5,1041,1071,0.99,1
GSK3B,CSGALNACT1,1041,567,0.98,1
GSK3B,PRKAR2A,1041,1829,0.98,1
GSK3B,HSPA5,1041,1127,1.0,1
GSK3B,GSTA1,1041,1043,1.0,1
GSK3B,Gm8129,1041,1059,0.99,1
GSK3B,SPTBN5,1041,2224,0.98,1
GSK3B,CSNK1E,1041,570,0.98,1
GSK3B,HAP1,1041,1066,1.0,1
GSK3B,ARHGDIB,1041,131,0.99,1
GSK3B,HAUS8,1041,1074,0.99,1
GSK3B,GRXCR1,1041,1039,1.0,1
GSK3B,GUCY2F,1041,1055,0.99,1
GSK3B,HAVCR1,1041,1075,0.99,1
GSK3B,GSF2,1041,1040,1.0,1
GSK3B,HSPA12B,1041,1124,1.0,1
GSK3B,HAUS4,1041,1070,0.99,1
GSK3B,APOH,1041,115,0.99,1
GSK3B,CSNK1G1,1041,571,0.98,1
GSK3B,HSP90AB1,1041,1122,1.0,1
GSK3B,PRKACB,1041,1824,1.0,1
GSK3B,APOO,1041,117,1.0,1
GSK3B,AP3B1,1041,105,0.99,1
GSK3B,SQSTM1,1041,2225,0.98,1
GSK3B,ARID4B,1041,136,0.98,1
GSK3B,HAL,1041,1065,0.99,1
GSK3B,ARHGEF11,1041,133,0.98,1
GSK3B,AKR1E2,1041,75,0.99,1
GSK3B,HSP90AA5P,1041,1121,1.0,1
GSK3B,HTT,1041,1133,1.0,1
GSK3B,HSPA1L,1041,1125,1.0,1
GSK3B,ARF5,1041,122,0.99,1
GSK3B,ANXA1,1041,103,0.99,1
GSK3B,H2afj,1041,1064,0.99,1
GSK3B,H2AFJ,1041,1063,0.99,1
GSK3B,GUCY2D,1041,1054,0.99,1
GSK3B,ARHGEF19,1041,134,0.98,1
GSK3B,ARG1,1041,125,0.99,1
GSK3B,ALAS2,1041,78,1.0,1
GSK3B,ARHGEF3,1041,135,0.98,1
GSK3B,CSNK1D,1041,569,0.98,1
GSK3B,GUCA1A,1041,1050,0.99,1
GSK3B,ARHGDIG,1041,132,0.98,1
GSK3B,GYPA,1041,1056,0.99,1
GSK3B,HAUS7,1041,1073,0.99,1
GSK3B,GTT1,1041,1049,0.99,1
GSK3B,PRKACG,1041,1825,1.0,1
GSK3B,HAUS6,1041,1072,0.99,1
GSK3B,GTF2E1,1041,1047,0.99,1
GSK3B,ALDH1A1,1041,79,1.0,1
GSK3B,CTD-3148I10.1,1041,585,1.0,1
GSK3B,SPTAN1,1041,2223,0.98,1
GSK3B,HIPK1,1041,1089,1.0,1
GSK3B,ARAF,1041,119,1.0,1
GSK3B,APOL1,1041,116,1.0,1
GSK3B,AKAP9,1041,72,1.0,1
GSK3B,ARL3,1041,140,0.98,1
GSK3B,ARHGAP27,1041,128,0.99,1
GSK3B,Gtf2e2,1041,1061,0.99,1
GSK3B,AKNAD1,1041,74,0.99,1
GSK3B,ANXA4,1041,104,0.99,1
GSK3B,HSPBP1,1041,1130,1.0,1
GSK3B,HCST,1041,1077,0.99,1
GSK3B,PRKACA,1041,1823,1.0,1
GSK3B,ARL2BP,1041,139,0.98,1
GSK3B,HSPB11,1041,1129,1.0,1
GSK3B,HAUS1,1041,1067,1.0,1
GSK3B,HDDC3,1041,1080,1.0,1
HSP90AB1,GTF2H1,1122,1048,0.99,1
HSP90AB1,APP,1122,118,0.99,1
HSP90AB1,HUWE1,1122,1134,1.0,1
HSP90AB1,TUBA1B,1122,2480,1.0,1
HSP90AB1,HSP90B1,1122,1123,1.0,1
HSP90AB1,ARF4,1122,121,0.99,1
HSP90AB1,ARHGAP5,1122,130,0.99,1
HSP90AB1,YTHDF2,1122,2632,1.0,1
HSP90AB1,TRIM27,1122,2427,1.0,1
HSP90AB1,AKT1,1122,76,0.99,1
HSP90AB1,GSTA2,1122,1044,1.0,1
HSP90AB1,HSPA8,1122,1128,1.0,1
HSP90AB1,ARFGEF2,1122,123,0.99,1
HSP90AB1,GUCA1C,1122,1052,0.99,1
HSP90AB1,FMNL3,1122,922,0.99,1
HSP90AB1,EEF1A1,1122,757,0.99,1
HSP90AB1,HDAC6,1122,1079,1.0,1
HSP90AB1,CTNNB1,1122,587,1.0,1
HSP90AB1,ARL13B,1122,137,0.98,1
HSP90AB1,TUBB2B,1122,2486,0.99,1
HSP90AB1,MAP1B,1122,1404,0.98,1
HSP90AB1,FLNB,1122,920,0.99,1
HSP90AB1,ARHGAP35,1122,129,0.99,1
HSP90AB1,HAUS3,1122,1069,0.99,1
HSP90AB1,GUCA1B,1122,1051,0.99,1
HSP90AB1,HAUS2,1122,1068,0.99,1
HSP90AB1,GUCA2B,1122,1053,0.99,1
HSP90AB1,GSK3B,1122,1041,1.0,1
HSP90AB1,HCN2,1122,1076,0.99,1
HSP90AB1,GSTM5,1122,1046,0.99,1
HSP90AB1,Gsk3b,1122,1060,0.99,1
HSP90AB1,HSPA4L,1122,1126,1.0,1
HSP90AB1,HHIP,1122,1087,1.0,1
HSP90AB1,ZBBX,1122,2638,1.0,1
HSP90AB1,PRKAR2B,1122,1830,0.99,1
HSP90AB1,"ARG5,6",1122,126,0.99,1
HSP90AB1,CYLD,1122,597,0.99,1
HSP90AB1,HDA3,1122,1078,0.99,1
HSP90AB1,CYLC2,1122,596,0.99,1
HSP90AB1,GSTM3,1122,1045,0.99,1
HSP90AB1,ARFIP1,1122,124,0.99,1
HSP90AB1,ARL14EP,1122,138,0.98,1
HSP90AB1,AREG,1122,120,0.98,1
HSP90AB1,ALDH1A3,1122,80,0.99,1
HSP90AB1,HSP90AA1,1122,1120,1.0,1
HSP90AB1,NOP58,1122,1579,0.98,1
HSP90AB1,TRIM32,1122,2428,1.0,1
HSP90AB1,TTLL6,1122,2473,1.0,1
HSP90AB1,ARHGAP10,1122,127,0.99,1
HSP90AB1,HIF1A,1122,1088,1.0,1
HSP90AB1,PRKCH,1122,1831,0.99,1
HSP90AB1,YWHAE,1122,2634,1.0,1
HSP90AB1,Gfap,1122,1057,0.99,1
HSP90AB1,H2-Aa,1122,1062,0.99,1
HSP90AB1,CTNNAL1,1122,586,1.0,1
HSP90AB1,CTSO,1122,588,1.0,1
HSP90AB1,TTLL7,1122,2474,1.0,1
HSP90AB1,Gm4779,1122,1058,0.99,1
