Gene,term,References,Evidence,,Type_GO,product_name,,type,,Date,,,,
HSP90AA1,GO:0005829,Reactome:R-HSA-9709831,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0005829,Reactome:R-HSA-9709852,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0005829,Reactome:R-HSA-9725855,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0005829,Reactome:R-HSA-9725885,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0005829,Reactome:R-HSA-9726509,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0005829,Reactome:R-HSA-9726580,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0005829,Reactome:R-HSA-9726621,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0005886,Reactome:R-HSA-202111,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0005886,Reactome:R-HSA-202129,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0005886,Reactome:R-HSA-202137,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0005886,Reactome:R-HSA-202144,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0009986,GO_REF:0000107,IEA,UniProtKB:P82995|ensembl:ENSRNOP00000075715,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20240129,Ensembl,,,
HSP90AA1,GO:0016020,PMID:19946888,HDA,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20140627,UniProt,,,
HSP90AA1,GO:0016323,GO_REF:0000107,IEA,UniProtKB:P82995|ensembl:ENSRNOP00000075715,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20240129,Ensembl,,,
HSP90AA1,GO:0016324,GO_REF:0000107,IEA,UniProtKB:P82995|ensembl:ENSRNOP00000075715,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20240129,Ensembl,,,
HSP90AA1,GO:0031526,GO_REF:0000107,IEA,UniProtKB:P82995|ensembl:ENSRNOP00000075715,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20240129,Ensembl,,,
HSP90AA1,GO:0034774,Reactome:R-HSA-6798748,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20160716,Reactome,,,
HSP90AA1,GO:0042470,GO_REF:0000044,IEA,UniProtKB-SubCell:SL-0161,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20240408,UniProt,,,
HSP90AA1,GO:0043025,GO_REF:0000024,ISS,UniProtKB:P07901,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20180305,ARUK-UCL,CL:0002608,,
HSP90AA1,GO:0043202,PMID:25719862,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20151005,ParkinsonsUK-UCL,,,
HSP90AA1,GO:0044294,GO_REF:0000024,ISS,UniProtKB:P07901,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20180305,ARUK-UCL,CL:0002608|GO:0031175|GO:0030010,,
HSP90AA1,GO:0044295,GO_REF:0000024,ISS,UniProtKB:P07901,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20180305,ARUK-UCL,CL:0002608|GO:0031175|GO:0030010,,
HSP90AA1,GO:0048471,GO_REF:0000024,ISS,UniProtKB:P07901,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20180305,ARUK-UCL,CL:0002608|GO:0043025,,
HSP90AA1,GO:0062023,GO_REF:0000107,IEA,UniProtKB:P82995|ensembl:ENSRNOP00000075715,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20240129,Ensembl,,,
HSP90AA1,GO:0070062,PMID:11487543,HDA,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20160118,UniProt,CL:0002563,,
HSP90AA1,GO:0070062,PMID:12519789,HDA,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20160120,UniProt,CL:0000236,,
HSP90AA1,GO:0070062,PMID:19199708,HDA,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20131029,UniProt,UBERON:0001831,,
HSP90AA1,GO:0070062,PMID:20458337,HDA,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130829,UniProt,,,
HSP90AA1,GO:0070062,PMID:20458337,HDA,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130829,UniProt,CL:0000639,,
HSP90AA1,GO:0070062,PMID:23533145,HDA,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20140714,UniProt,,,
HSP90AA1,GO:0071682,Reactome:R-HSA-2247514,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20130528,Reactome,,,
HSP90AA1,GO:0097226,GO_REF:0000107,IEA,UniProtKB:P82995|ensembl:ENSRNOP00000075715,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20240129,Ensembl,,,
HSP90AA1,GO:0097524,GO_REF:0000107,IEA,UniProtKB:P82995|ensembl:ENSRNOP00000075715,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20240129,Ensembl,,,
HSP90AA1,GO:1904813,Reactome:R-HSA-6800434,TAS,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20160716,Reactome,,,
HSP90AA1,GO:0032991,PMID:23349634,IDA,,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20170523,UniProt,,,
HSP90AA1,GO:0050821,GO_REF:0000033,IBA,PANTHER:PTN000163629|WB:WBGene00000915|UniProtKB:P07900|UniProtKB:P11501|dictyBase:DDB_G0267400|UniProtKB:P55737,P,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20220922,GO_Central,,,
HSP90AA1,GO:0034605,GO_REF:0000033,IBA,PANTHER:PTN000163629|WB:WBGene00000915|MGI:MGI:96250|MGI:MGI:96247|SGD:S000004798|CGD:CAL0000201062,P,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20210904,GO_Central,,,
HSP90AA1,GO:0005886,GO_REF:0000033,IBA,PANTHER:PTN000163629|RGD:1303075|RGD:631409|CGD:CAL0000201062|UniProtKB:P11501,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20220922,GO_Central,,,
HSP90AA1,GO:0043025,GO_REF:0000033,IBA,PANTHER:PTN002609464|UniProtKB:P11501|RGD:631409|MGI:MGI:96250,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20180918,GO_Central,,,
HSP90AA1,GO:0048471,GO_REF:0000033,IBA,PANTHER:PTN000163629|MGI:MGI:96247|FB:FBgn0001233|MGI:MGI:96250|WB:WBGene00000915|RGD:631409,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20180918,GO_Central,,,
HSP90AA1,GO:0097718,GO_REF:0000033,IBA,PANTHER:PTN000163632|UniProtKB:Q76LV2|UniProtKB:P08238|UniProtKB:P07900,F,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20200807,GO_Central,,,
HSP90AA1,GO:0032991,GO_REF:0000033,IBA,PANTHER:PTN000163629|FB:FBgn0001233|WB:WBGene00000915|UniProtKB:P08238|UniProtKB:P11501|RGD:631409|MGI:MGI:96247|UniProtKB:P07900|MGI:MGI:96250,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20231108,GO_Central,,,
HSP90AA1,GO:0005524,GO_REF:0000033,IBA,PANTHER:PTN000163632|UniProtKB:P07900|RGD:1303075|RGD:631409|UniProtKB:P08238,F,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20200807,GO_Central,,,
HSP90AA1,GO:0043209,GO_REF:0000033,IBA,PANTHER:PTN002609464|RGD:631409,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20180918,GO_Central,,,
HSP90AA1,GO:0006457,GO_REF:0000033,IBA,PANTHER:PTN000163527|WB:WBGene00000915|PomBase:SPAC926.04c|CGD:CAL0000201062|UniProtKB:P0A6Z3|UniProtKB:P55737|MGI:MGI:96250|MGI:MGI:96247|UniProtKB:P27323|SGD:S000004798|SGD:S000006161,P,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20220922,GO_Central,,,
HSP90AA1,GO:0005829,GO_REF:0000033,IBA,PANTHER:PTN000163629|UniProtKB:P07900|MGI:MGI:96250|UniProtKB:P40292|UniProtKB:P11501|dictyBase:DDB_G0267400|UniProtKB:P08238,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20230602,GO_Central,,,
HSP90AA1,GO:0005634,GO_REF:0000033,IBA,PANTHER:PTN002609464|UniProtKB:P07900|UniProtKB:P11501,C,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20230405,GO_Central,,,
HSP90AA1,GO:0051082,GO_REF:0000033,IBA,PANTHER:PTN000163527|PomBase:SPAC926.04c|FB:FBgn0001233|SGD:S000004798|SGD:S000006161,F,Heat shock protein HSP 90-alpha,HSP90A|HSPC1|HSPCA,protein,NCBITaxon:9606,20190111,GO_Central,,,
HSP90AA1,GO:0032991,GO_REF:0000033,IBA,PANTHER:PTN000163629|FB:FBgn0001233|WB:WBGene00000915|UniProtKB:P08238|UniProtKB:P11501|RGD:631409|MGI:MGI:96247|UniProtKB:P07900|MGI:MGI:96250,C,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20231108,GO_Central,,,
HSP90AA1,GO:0051082,GO_REF:0000033,IBA,PANTHER:PTN000163527|PomBase:SPAC926.04c|FB:FBgn0001233|SGD:S000004798|SGD:S000006161,F,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20190111,GO_Central,,,
HSP90AA1,GO:0005829,GO_REF:0000033,IBA,PANTHER:PTN000163629|UniProtKB:P07900|MGI:MGI:96250|UniProtKB:P40292|UniProtKB:P11501|dictyBase:DDB_G0267400|UniProtKB:P08238,C,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20230602,GO_Central,,,
HSP90AA1,GO:0097718,GO_REF:0000033,IBA,PANTHER:PTN000163632|UniProtKB:Q76LV2|UniProtKB:P08238|UniProtKB:P07900,F,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20200807,GO_Central,,,
HSP90AA1,GO:0034605,GO_REF:0000033,IBA,PANTHER:PTN000163629|WB:WBGene00000915|MGI:MGI:96250|MGI:MGI:96247|SGD:S000004798|CGD:CAL0000201062,P,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20210904,GO_Central,,,
HSP90AA1,GO:0048471,GO_REF:0000033,IBA,PANTHER:PTN000163629|MGI:MGI:96247|FB:FBgn0001233|MGI:MGI:96250|WB:WBGene00000915|RGD:631409,C,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20180918,GO_Central,,,
HSP90AA1,GO:0006457,GO_REF:0000033,IBA,PANTHER:PTN000163527|WB:WBGene00000915|PomBase:SPAC926.04c|CGD:CAL0000201062|UniProtKB:P0A6Z3|UniProtKB:P55737|MGI:MGI:96250|MGI:MGI:96247|UniProtKB:P27323|SGD:S000004798|SGD:S000006161,P,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20220922,GO_Central,,,
HSP90AA1,GO:0005524,GO_REF:0000033,IBA,PANTHER:PTN000163632|UniProtKB:P07900|RGD:1303075|RGD:631409|UniProtKB:P08238,F,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20200807,GO_Central,,,
HSP90AA1,GO:0043025,GO_REF:0000033,IBA,PANTHER:PTN002609464|UniProtKB:P11501|RGD:631409|MGI:MGI:96250,C,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20180918,GO_Central,,,
HSP90AA1,GO:0005886,GO_REF:0000033,IBA,PANTHER:PTN000163629|RGD:1303075|RGD:631409|CGD:CAL0000201062|UniProtKB:P11501,C,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20220922,GO_Central,,,
HSP90AA1,GO:0005634,GO_REF:0000033,IBA,PANTHER:PTN002609464|UniProtKB:P07900|UniProtKB:P11501,C,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20230405,GO_Central,,,
HSP90AA1,GO:0050821,GO_REF:0000033,IBA,PANTHER:PTN000163629|WB:WBGene00000915|UniProtKB:P07900|UniProtKB:P11501|dictyBase:DDB_G0267400|UniProtKB:P55737,P,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20220922,GO_Central,,,
HSP90AA1,GO:0043209,GO_REF:0000033,IBA,PANTHER:PTN002609464|RGD:631409,C,Heat shock protein HSP 90-alpha,UniProtKB:A0A1L1RND0|PTN004267489,protein,NCBITaxon:9031,20180918,GO_Central,,,
HSP90AA1,GO:0005524,GO_REF:0000043,IEA,UniProtKB-KW:KW-0067,F,Heat shock protein HSP 90-alpha,,protein,NCBITaxon:9031,20240408,UniProt,,,
HSP90AA1,GO:0016887,GO_REF:0000002,IEA,InterPro:IPR001404,F,Heat shock protein HSP 90-alpha,,protein,NCBITaxon:9031,20240408,InterPro,,,
HSP90AA1,GO:0051082,GO_REF:0000002,IEA,InterPro:IPR001404|InterPro:IPR019805,F,Heat shock protein HSP 90-alpha,,protein,NCBITaxon:9031,20240408,InterPro,,,
HSP90AA1,GO:0140662,GO_REF:0000002,IEA,InterPro:IPR001404,F,Heat shock protein HSP 90-alpha,,protein,NCBITaxon:9031,20240408,InterPro,,,
HSP90AA1,GO:0006457,GO_REF:0000002,IEA,InterPro:IPR001404|InterPro:IPR019805,P,Heat shock protein HSP 90-alpha,,protein,NCBITaxon:9031,20240408,InterPro,,,
HSP90AA1,GO:0005515,PMID:8832390,IMP,UniProtKB:P11501,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150707,AgBase,,,
HSP90AA1,GO:0005524,GO_REF:0000024,ISS,UniProtKB:P07900,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20161004,UniProt,,,
HSP90AA1,GO:0016887,GO_REF:0000002,IEA,InterPro:IPR001404,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20240408,InterPro,,,
HSP90AA1,GO:0030235,GO_REF:0000024,ISS,UniProtKB:P07901,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20041006,UniProt,,,
HSP90AA1,GO:0030331,PMID:8832390,IPI,UniProtKB:E5L8C9,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20170301,AgBase,,,
HSP90AA1,GO:0030331,PMID:8832390,IPI,UniProtKB:P06212,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20170301,AgBase,,,
HSP90AA1,GO:0030911,GO_REF:0000024,ISS,UniProtKB:P07900,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20041006,UniProt,,,
HSP90AA1,GO:0031072,PMID:8423808,IPI,UniProtKB:A0A1D5PFJ6,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20170317,AgBase,UBERON:0000955|UBERON:0002107|UBERON:0000993|GO:0005829,,
HSP90AA1,GO:0033142,PMID:2779568,IPI,UniProtKB:P07812,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150625,AgBase,UBERON:0000993|GO:0005829,,
HSP90AA1,GO:0033142,PMID:8114727,IPI,UniProtKB:P07812,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20151125,AgBase,,,
HSP90AA1,GO:0042802,PMID:8832390,IMP,,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20191029,AgBase,,,
HSP90AA1,GO:0046790,PMID:17522206,IDA,,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150708,AgBase,UniProtKB:Q9WR38-PRO_5000055429,,
HSP90AA1,GO:0051087,PMID:8832390,IMP,UniProtKB:P11501,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150707,AgBase,,,
HSP90AA1,GO:0051879,PMID:8832390,IMP,,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150707,AgBase,,,
HSP90AA1,GO:0140662,GO_REF:0000002,IEA,InterPro:IPR001404,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20240408,InterPro,,,
HSP90AA1,GO:0008284,PMID:11387221,IMP,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20151221,AgBase,,,
HSP90AA1,GO:0009408,PMID:19735020,IDA,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150622,AgBase,UBERON:0002113|UBERON:0002107|UBERON:0000948,,
HSP90AA1,GO:0009408,PMID:25239533,IDA,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150622,AgBase,UBERON:0002381,,
HSP90AA1,GO:0009408,PMID:9716376,IDA,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20151228,AgBase,,,
HSP90AA1,GO:0009409,PMID:23636703,IDA,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150620,AgBase,UBERON:0000948,,
HSP90AA1,GO:0010243,PMID:9716376,IDA,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20151228,AgBase,CHEBI:75142,,
HSP90AA1,GO:0014070,PMID:9716376,IDA,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20151228,AgBase,CHEBI:75142,,
HSP90AA1,GO:0032570,PMID:2779568,IDA,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150625,AgBase,UBERON:0000993,,
HSP90AA1,GO:0045429,GO_REF:0000024,ISS,UniProtKB:P07901,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20041006,UniProt,,,
HSP90AA1,GO:0046677,PMID:25239533,IDA,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20160318,AgBase,UBERON:0002381,,
HSP90AA1,GO:0050821,PMID:11387221,IMP,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20151221,AgBase,,,
HSP90AA1,GO:1902751,PMID:11387221,IMP,,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20151221,AgBase,,,
HSP90AA1,GO:0005634,PMID:19735020,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150622,AgBase,CL:0000182|CL:0002543|UBERON:0001281|UBERON:0006966|UBERON:0003517,,
HSP90AA1,GO:0005634,PMID:8832390,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20160318,AgBase,,,
HSP90AA1,GO:0005737,PMID:15135047,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20060206,AgBase,,,
HSP90AA1,GO:0005737,PMID:19735020,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150622,AgBase,CL:0000182|CL:0002543|UBERON:0001281|UBERON:0006966|UBERON:0003517,,
HSP90AA1,GO:0005737,PMID:8832390,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150707,AgBase,,,
HSP90AA1,GO:0005829,PMID:11599567,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150702,AgBase,UBERON:0000993,,
HSP90AA1,GO:0005829,PMID:2779568,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150625,AgBase,UBERON:0000993,,
HSP90AA1,GO:0005829,PMID:8423808,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20170221,AgBase,UBERON:0000993,,
HSP90AA1,GO:0005886,PMID:17522206,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150708,AgBase,,,
HSP90AA1,GO:0009986,PMID:17522206,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150708,AgBase,,,
HSP90AA1,GO:0030424,PMID:9786217,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150702,AgBase,CL:0000740,,
HSP90AA1,GO:0042470,GO_REF:0000044,IEA,UniProtKB-SubCell:SL-0161,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20240408,UniProt,,,
HSP90AA1,GO:0043204,PMID:9786217,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150702,AgBase,CL:0000740,,
HSP90AA1,GO:0043235,PMID:2779568,IDA,,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20150625,AgBase,UBERON:0000993|GO:0005829,,
HSP90AA1,GO:0034605,GO_REF:0000033,IBA,PANTHER:PTN000163629|WB:WBGene00000915|MGI:MGI:96250|MGI:MGI:96247|SGD:S000004798|CGD:CAL0000201062,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20210904,GO_Central,,,
HSP90AA1,GO:0005524,GO_REF:0000033,IBA,PANTHER:PTN000163632|UniProtKB:P07900|RGD:1303075|RGD:631409|UniProtKB:P08238,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20200807,GO_Central,,,
HSP90AA1,GO:0043025,GO_REF:0000033,IBA,PANTHER:PTN002609464|UniProtKB:P11501|RGD:631409|MGI:MGI:96250,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20180918,GO_Central,,,
HSP90AA1,GO:0048471,GO_REF:0000033,IBA,PANTHER:PTN000163629|MGI:MGI:96247|FB:FBgn0001233|MGI:MGI:96250|WB:WBGene00000915|RGD:631409,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20180918,GO_Central,,,
HSP90AA1,GO:0032991,GO_REF:0000033,IBA,PANTHER:PTN000163629|FB:FBgn0001233|WB:WBGene00000915|UniProtKB:P08238|UniProtKB:P11501|RGD:631409|MGI:MGI:96247|UniProtKB:P07900|MGI:MGI:96250,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20231108,GO_Central,,,
HSP90AA1,GO:0006457,GO_REF:0000033,IBA,PANTHER:PTN000163527|WB:WBGene00000915|PomBase:SPAC926.04c|CGD:CAL0000201062|UniProtKB:P0A6Z3|UniProtKB:P55737|MGI:MGI:96250|MGI:MGI:96247|UniProtKB:P27323|SGD:S000004798|SGD:S000006161,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20220922,GO_Central,,,
HSP90AA1,GO:0005829,GO_REF:0000033,IBA,PANTHER:PTN000163629|UniProtKB:P07900|MGI:MGI:96250|UniProtKB:P40292|UniProtKB:P11501|dictyBase:DDB_G0267400|UniProtKB:P08238,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20230602,GO_Central,,,
HSP90AA1,GO:0051082,GO_REF:0000033,IBA,PANTHER:PTN000163527|PomBase:SPAC926.04c|FB:FBgn0001233|SGD:S000004798|SGD:S000006161,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20190111,GO_Central,,,
HSP90AA1,GO:0097718,GO_REF:0000033,IBA,PANTHER:PTN000163632|UniProtKB:Q76LV2|UniProtKB:P08238|UniProtKB:P07900,F,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20200807,GO_Central,,,
HSP90AA1,GO:0050821,GO_REF:0000033,IBA,PANTHER:PTN000163629|WB:WBGene00000915|UniProtKB:P07900|UniProtKB:P11501|dictyBase:DDB_G0267400|UniProtKB:P55737,P,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20220922,GO_Central,,,
HSP90AA1,GO:0005886,GO_REF:0000033,IBA,PANTHER:PTN000163629|RGD:1303075|RGD:631409|CGD:CAL0000201062|UniProtKB:P11501,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20220922,GO_Central,,,
HSP90AA1,GO:0043209,GO_REF:0000033,IBA,PANTHER:PTN002609464|RGD:631409,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20180918,GO_Central,,,
HSP90AA1,GO:0005634,GO_REF:0000033,IBA,PANTHER:PTN002609464|UniProtKB:P07900|UniProtKB:P11501,C,Heat shock protein HSP 90-alpha,HSPCA,protein,NCBITaxon:9031,20230405,GO_Central,,,
Hsp90aa1,GO:0001764,PMID:15302889|RGD:2316937,IMP,,P,heat shock protein 90 alpha family class A member 1,,gene,NCBITaxon:10116,20100304,RGD,,,
